Series,Index,X,Y,Z
FOPDT fijo,433,432.011023,64.46717183,
FOPDT fijo,434,433.003989,64.50884277,
FOPDT fijo,435,434.004543,64.55063211,
FOPDT fijo,436,435.004364,64.59219121,
FOPDT fijo,437,436.004422,64.6335615,
FOPDT fijo,438,437.007789,64.67486996,
FOPDT fijo,439,437.999169,64.71549036,
FOPDT fijo,440,439.006116,64.75655157,
FOPDT fijo,441,439.998977,64.79684489,
FOPDT fijo,442,441.000408,64.83729233,
FOPDT fijo,443,442.009363,64.87784788,
FOPDT fijo,444,443.002895,64.91759239,
FOPDT fijo,445,444.005324,64.95750154,
FOPDT fijo,446,445.004984,64.99711003,
FOPDT fijo,447,446.000373,65.03636127,
FOPDT fijo,448,447.008713,65.07593281,
FOPDT fijo,449,447.998501,65.11459082,
FOPDT fijo,450,449.000754,65.15354932,
FOPDT fijo,451,449.999412,65.19218247,
FOPDT fijo,452,450.998449,65.23064578,
FOPDT fijo,453,451.999242,65.26899256,
FOPDT fijo,454,453.003686,65.30729481,
FOPDT fijo,455,453.999438,65.34508411,
FOPDT fijo,456,455.007397,65.38315351,
FOPDT fijo,457,456.004877,65.42064658,
FOPDT fijo,458,457.003075,65.45798771,
FOPDT fijo,459,458.004968,65.49528792,
FOPDT fijo,460,459.007336,65.53242708,
FOPDT fijo,461,460.008224,65.56933388,
FOPDT fijo,462,461.004873,65.60590894,
FOPDT fijo,463,462.009302,65.64259324,
FOPDT fijo,464,463.003632,65.67873524,
FOPDT fijo,465,464.000265,65.71478859,
FOPDT fijo,466,465.003691,65.75091419,
FOPDT fijo,467,466.005938,65.7868244,
FOPDT fijo,468,467.00005,65.82227321,
FOPDT fijo,469,467.9999,65.85775673,
FOPDT fijo,470,469.000483,65.89309652,
FOPDT fijo,471,470.002284,65.92831002,
FOPDT fijo,472,470.999554,65.96319679,
FOPDT fijo,473,472.004407,65.99818065,
FOPDT fijo,474,473.005129,66.03285371,
FOPDT fijo,475,474.004656,66.06731983,
FOPDT fijo,476,474.999515,66.10146148,
FOPDT fijo,477,476.006,66.13583692,
FOPDT fijo,478,477.000443,66.16963868,
FOPDT fijo,479,478.009248,66.20376446,
FOPDT fijo,480,479.005784,66.23731366,
FOPDT fijo,481,480.007939,66.27089088,
FOPDT fijo,482,481.005401,66.30415116,
FOPDT fijo,483,482.006093,66.33735982,
FOPDT fijo,484,483.00453,66.37033535,
FOPDT fijo,485,484.003088,66.40315749,
FOPDT fijo,486,485.005061,66.43593444,
FOPDT fijo,487,486.001541,66.46837601,
FOPDT fijo,488,487.00127,66.5007681,
FOPDT fijo,489,488.006621,66.53318627,
FOPDT fijo,490,489.005492,66.56524122,
FOPDT fijo,491,490.004425,66.59714512,
FOPDT fijo,492,490.998742,66.62875032,
FOPDT fijo,493,492.006876,66.66064137,
FOPDT fijo,494,493.006406,66.69210855,
FOPDT fijo,495,493.998435,66.72319094,
FOPDT fijo,496,494.999886,66.75441906,
FOPDT fijo,497,496.001657,66.78550763,
FOPDT fijo,498,497.002191,66.81640923,
FOPDT fijo,499,498.002681,66.84716171,
FOPDT fijo,500,499.007115,66.8778875,
FOPDT fijo,501,500.004072,66.90823871,
FOPDT fijo,502,501.006232,66.93860257,
FOPDT fijo,503,502.000004,66.96856867,
FOPDT fijo,504,503.00295,66.99866709,
FOPDT fijo,505,504.000913,67.02847277,
FOPDT fijo,506,505.003981,67.05828767,
FOPDT fijo,507,506.003411,67.08785227,
FOPDT fijo,508,507.005281,67.11734731,
FOPDT fijo,509,508.002507,67.14656538,
FOPDT fijo,510,509.004302,67.17577711,
FOPDT fijo,511,510.006089,67.20484873,
FOPDT fijo,512,511.006346,67.23373709,
FOPDT fijo,513,512.006732,67.26249103,
FOPDT fijo,514,513.006594,67.29109255,
FOPDT fijo,515,514.003612,67.31947661,
FOPDT fijo,516,515.00419,67.34782604,
FOPDT fijo,517,516.001715,67.37595402,
FOPDT fijo,518,517.004853,67.40410504,
FOPDT fijo,519,518.006359,67.43207562,
FOPDT fijo,520,518.998857,67.45966253,
FOPDT fijo,521,520.007448,67.4875627,
FOPDT fijo,522,521.005712,67.51504477,
FOPDT fijo,523,522.006249,67.54245784,
FOPDT fijo,524,523.003259,67.56964388,
FOPDT fijo,525,524.000175,67.59669784,
FOPDT fijo,526,525.008483,67.62392982,
FOPDT fijo,527,526.007397,67.65077869,
FOPDT fijo,528,527.007638,67.67753479,
FOPDT fijo,529,528.00041,67.70396461,
FOPDT fijo,530,529.003996,67.73055487,
FOPDT fijo,531,530.002518,67.75688437,
FOPDT fijo,532,531.003893,67.78316292,
FOPDT fijo,533,532.001441,67.80921598,
FOPDT fijo,534,533.005207,67.83530606,
FOPDT fijo,535,534.00637,67.86120381,
FOPDT fijo,536,535.008501,67.8870025,
FOPDT fijo,537,536.006544,67.91257314,
FOPDT fijo,538,537.001317,67.93793862,
FOPDT fijo,539,538.005211,67.96341442,
FOPDT fijo,540,539.002126,67.98859215,
FOPDT fijo,541,540.006257,68.01383085,
FOPDT fijo,542,541.002043,68.03874018,
FOPDT fijo,543,542.004606,68.06369928,
FOPDT fijo,544,543.006522,68.08852279,
FOPDT fijo,545,544.003641,68.11310943,
FOPDT fijo,546,545.006495,68.1377193,
FOPDT fijo,547,546.001109,68.16201046,
FOPDT fijo,548,547.006472,68.18644678,
FOPDT fijo,549,548.000754,68.21049829,
FOPDT fijo,550,548.998309,68.23451411,
FOPDT fijo,551,549.999344,68.25849861,
FOPDT fijo,552,551.005016,68.28247866,
FOPDT fijo,553,552.010311,68.30633452,
FOPDT fijo,554,552.999278,68.32969108,
FOPDT fijo,555,554.004814,68.35332576,
FOPDT fijo,556,555.005053,68.37672325,
FOPDT fijo,557,556.007333,68.40005628,
FOPDT fijo,558,557.000204,68.42306007,
FOPDT fijo,559,558.006298,68.44625888,
FOPDT fijo,560,559.005711,68.46919318,
FOPDT fijo,561,560.007381,68.49206936,
FOPDT fijo,562,561.001735,68.51467014,
FOPDT fijo,563,562.005551,68.53737703,
FOPDT fijo,564,563.002487,68.55982047,
FOPDT fijo,565,564.001483,68.58220302,
FOPDT fijo,566,565.002956,68.6045338,
FOPDT fijo,567,566.005808,68.62678822,
FOPDT fijo,568,566.998813,68.64871903,
FOPDT fijo,569,568.000897,68.67074483,
FOPDT fijo,570,568.998985,68.69257794,
FOPDT fijo,571,570.001343,68.71439964,
FOPDT fijo,572,571.005798,68.73616212,
FOPDT fijo,573,572.005025,68.75770767,
FOPDT fijo,574,573.001294,68.779087,
FOPDT fijo,575,574.007004,68.80056568,
FOPDT fijo,576,575.000046,68.82167252,
FOPDT fijo,577,576.006486,68.84296191,
FOPDT fijo,578,577.005251,68.86398771,
FOPDT fijo,579,578.003148,68.884895,
FOPDT fijo,580,579.006176,68.90580931,
FOPDT fijo,581,580.000525,68.92644369,
FOPDT fijo,582,581.000601,68.94709801,
FOPDT fijo,583,581.998192,68.96760264,
FOPDT fijo,584,583.012367,68.98834793,
FOPDT fijo,585,584.00235,69.00850138,
FOPDT fijo,586,585.004467,69.02880473,
FOPDT fijo,587,586.000691,69.0488923,
FOPDT fijo,588,587.001993,69.06898588,
FOPDT fijo,589,588.002921,69.08897585,
FOPDT fijo,590,589.004285,69.10887883,
FOPDT fijo,591,590.00684,69.12871007,
FOPDT fijo,592,591.000664,69.14827481,
FOPDT fijo,593,592.008108,69.16801283,
FOPDT fijo,594,593.002054,69.18739326,
FOPDT fijo,595,594.004991,69.20685568,
FOPDT fijo,596,595.000478,69.22608127,
FOPDT fijo,597,596.006275,69.24541308,
FOPDT fijo,598,597.002415,69.26446769,
FOPDT fijo,599,598.012063,69.28368811,
FOPDT fijo,600,598.999341,69.30239298,
FOPDT fijo,601,600.005637,69.32136735,
FOPDT fijo,602,601.00182,69.34006114,
FOPDT fijo,603,602.005434,69.35880437,
FOPDT fijo,604,603.002185,69.37733045,
FOPDT fijo,605,604.006316,69.39590445,
FOPDT fijo,606,605.002082,69.4142357,
